зверьми	NOUN,anim,masc plur,ablt,Arch
ветреной	ADJF,Qual femn,sing,ablt
ветреной	ADJF,Qual femn,sing,loct
раны	NOUN,inan,femn sing,gent
раны	NOUN,inan,femn plur,nomn
раны	NOUN,inan,femn plur,accs
дани	NOUN,inan,femn sing,gent
дани	NOUN,inan,femn sing,datv
дани	NOUN,inan,femn sing,loct
дани	NOUN,inan,femn plur,nomn
дани	NOUN,inan,femn plur,accs
дани	NOUN,anim,masc,Name sing,gent
дани	NOUN,anim,masc,Name plur,nomn
мечтаем	VERB,impf,intr plur,1per,pres,indc
горной	ADJF,Qual femn,sing,gent
горной	ADJF,Qual femn,sing,datv
горной	ADJF,Qual femn,sing,ablt
горной	ADJF,Qual femn,sing,loct
красавцы	NOUN,anim,masc plur,nomn
сумеешь	VERB,perf,intr sing,2per,futr,indc
изюма	NOUN,inan,masc sing,gent
завёрнутых	PRTF,perf,tran,past,pssv plur,gent
завёрнутых	PRTF,perf,tran,past,pssv anim,plur,accs
завёрнутых	PRTF,perf,tran,past,pssv plur,loct
мозгов	NOUN,inan,GNdr,Pltm plur,gent
мозгов	NOUN,inan,masc plur,gent
разрушенная	PRTF,perf,tran,past,pssv femn,sing,nomn
устала	VERB,perf,intr femn,sing,past,indc
устала	ADJS femn,sing
мыслью	NOUN,inan,femn sing,ablt
щеку	NOUN,inan,femn sing,accs,Infr
щёку	NOUN,inan,femn sing,accs
мадам…	UNKN
госпожи	NOUN,anim,femn sing,gent
госпожи	NOUN,anim,femn plur,nomn
неприятная	ADJF,Qual femn,sing,nomn
наяды	NOUN,anim,femn sing,gent
наяды	NOUN,anim,femn plur,nomn
отдала	VERB,perf,tran femn,sing,past,indc
вскочила	VERB,perf,intr femn,sing,past,indc
должным	NOUN,inan,neut sing,ablt
должным	NOUN,inan,neut plur,datv
должным	ADJF masc,sing,ablt
должным	ADJF neut,sing,ablt
должным	ADJF plur,datv
взмахни	VERB,perf,intr sing,impr,excl
кошке	NOUN,inan,femn sing,datv
кошке	NOUN,inan,femn sing,loct
кошке	NOUN,anim,femn sing,datv
кошке	NOUN,anim,femn sing,loct
трём	NUMR datv
трём	VERB,impf,tran plur,1per,pres,indc
наша	ADJF,Apro femn,sing,nomn
прибытию	NOUN,inan,neut sing,datv
великанши	NOUN,anim,femn sing,gent
великанши	NOUN,anim,femn plur,nomn
сапоги	NOUN,inan,masc plur,accs
сапоги	NOUN,inan,masc plur,nomn
перебегал	VERB,impf,tran masc,sing,past,indc
перебегал	VERB,perf,intr masc,sing,past,indc
коленях	NOUN,inan,neut plur,loct
подозревают	VERB,impf,tran plur,3per,pres,indc
кончай	VERB,impf,tran sing,impr,excl
шпионов	NOUN,anim,masc plur,gent
шпионов	NOUN,anim,masc plur,accs
печалью	NOUN,inan,femn sing,ablt
крепкая	ADJF,Qual femn,sing,nomn
минутой	NOUN,inan,femn sing,ablt
увидав	GRND,perf,tran past
дядюшке	NOUN,anim,masc sing,datv
дядюшке	NOUN,anim,masc sing,loct
чудом	ADVB
чудом	NOUN,inan,neut sing,ablt
подносу	NOUN,inan,masc sing,datv
хрустели	VERB,impf,intr plur,past,indc
одного-единственного	ADJF neut,sing,gent
одного-единственного	ADJF masc,sing,gent
одного-единственного	ADJF anim,masc,sing,accs
струящуюся	PRTF,impf,intr,pres,actv femn,sing,accs
царём	NOUN,anim,masc sing,ablt
прятались	VERB,impf,intr plur,past,indc
ахошты-тархана	NOUN,anim,masc,Name sing,gent
ахошты-тархана	NOUN,anim,masc,Name sing,accs
ахошты-тархана	NOUN,inan,masc sing,gent
ахошты-тархана	NOUN,anim,masc sing,gent
ахошты-тархана	NOUN,anim,masc sing,accs
ровной	ADJF,Qual femn,sing,gent
ровной	ADJF,Qual femn,sing,datv
ровной	ADJF,Qual femn,sing,ablt
ровной	ADJF,Qual femn,sing,loct
увидала	VERB,perf,tran femn,sing,past,indc
станут	VERB,perf,intr plur,3per,futr,indc
находить	INFN,perf,tran
находить	INFN,impf,tran
умирает…	UNKN
описать	INFN,perf,tran
счёл	VERB,perf,tran masc,sing,past,indc
оковы	NOUN,inan,femn sing,gent
оковы	NOUN,inan,femn plur,nomn
оковы	NOUN,inan,femn plur,accs
устроиться	INFN,perf,intr
задраили	VERB,perf,tran plur,past,indc
дрожат	VERB,impf,intr plur,3per,pres,indc
носами	NOUN,inan,masc plur,ablt
противоестественном	ADJF,Qual masc,sing,loct
противоестественном	ADJF,Qual neut,sing,loct
отгоняя	GRND,impf,tran pres
злись	VERB,impf,intr sing,impr,excl
участвовать	INFN,impf,intr
какие-то	ADJF,Apro inan,plur,accs
какие-то	ADJF,Apro plur,nomn
гамом	NOUN,inan,masc sing,ablt
любопытство	NOUN,inan,neut sing,nomn
любопытство	NOUN,inan,neut sing,accs
высотой	NOUN,inan,femn sing,ablt
живо	ADVB
живо	ADJS,Qual neut,sing
беглецы	NOUN,anim,masc plur,nomn
слышала	VERB,impf,tran femn,sing,past,indc
плоскую	ADJF,Qual femn,sing,accs
медный	ADJF,Qual masc,sing,nomn
медный	ADJF,Qual inan,masc,sing,accs
окунуть	INFN,perf,tran
мстить	INFN,impf,intr
проняло	VERB,perf,tran neut,sing,past,indc
вытянет	VERB,perf,tran sing,3per,futr,indc
пол-утра	NOUN,inan,femn,Fixd,Abbr sing,gent
пол-утра	NOUN,inan,femn,Fixd,Abbr plur,nomn
пол-утра	NOUN,inan,femn,Fixd,Abbr plur,accs
пол-утра	NOUN,inan,neut sing,gent
пол-утра	NOUN,inan,neut plur,nomn
пол-утра	NOUN,inan,neut plur,accs
вечерами	NOUN,inan,masc plur,ablt
во-первых…	UNKN
блестел	VERB,impf,intr masc,sing,past,indc
овсяные	ADJF,Qual plur,nomn
овсяные	ADJF,Qual inan,plur,accs
овсяные	ADJF plur,nomn
овсяные	ADJF inan,plur,accs
настоящих	ADJF plur,gent
настоящих	ADJF anim,plur,accs
настоящих	ADJF plur,loct
настоящих	NOUN,inan,neut plur,gent
настоящих	NOUN,inan,neut plur,loct
переполнилось	VERB,perf,intr neut,sing,past,indc
уймите	VERB,perf,tran plur,impr,excl
уставленный	PRTF,perf,tran,past,pssv masc,sing,nomn
уставленный	PRTF,perf,tran,past,pssv inan,masc,sing,accs
дивные	ADJF,Qual plur,nomn
дивные	ADJF,Qual inan,plur,accs
июльской	ADJF femn,sing,gent
июльской	ADJF femn,sing,datv
июльской	ADJF femn,sing,ablt
июльской	ADJF femn,sing,loct
обретают	VERB,impf,tran plur,3per,pres,indc
запись	NOUN,inan,femn sing,nomn
запись	NOUN,inan,femn sing,accs
речь	NOUN,inan,femn sing,nomn
речь	NOUN,inan,femn sing,accs
целоваться	INFN,impf,intr
точнее	CONJ,Prnt
точнее	COMP,Qual
молчат	VERB,impf,intr plur,3per,pres,indc
повтори	VERB,perf,tran sing,impr,excl
обдал	VERB,perf,tran masc,sing,past,indc
королей	NOUN,anim,masc plur,gent
королей	NOUN,anim,masc plur,accs
мчался	VERB,impf,intr masc,sing,past,indc
ввёл	VERB,perf,tran masc,sing,past,indc
скажут	VERB,perf,tran plur,3per,futr,indc
шепнуть	INFN,perf,tran
ваших	ADJF,Apro plur,gent
ваших	ADJF,Apro anim,plur,accs
ваших	ADJF,Apro plur,loct
поймана	PRTS,perf,past,pssv femn,sing
чае	NOUN,inan,masc sing,loct
застёжки	NOUN,inan,femn sing,gent
застёжки	NOUN,inan,femn plur,nomn
застёжки	NOUN,inan,femn plur,accs
слепые	ADJF,Subx,Qual plur,nomn
слепые	ADJF,Subx,Qual inan,plur,accs
носят	VERB,impf,tran plur,3per,pres,indc
мощные	ADJF,Qual plur,nomn
мощные	ADJF,Qual inan,plur,accs
полсотни	NOUN,inan,neut sing,nomn
полсотни	NOUN,inan,neut sing,accs
фавны	NOUN,anim,masc plur,nomn
стоя	ADVB
стоя	GRND,impf,intr pres
стоя	GRND,impf,tran pres
всевозможные	ADJF plur,nomn
всевозможные	ADJF inan,plur,accs
любить	INFN,impf,tran
тумана	NOUN,inan,masc sing,gent
колдовством	NOUN,inan,neut,Sgtm sing,ablt
смешное	ADJF,Qual neut,sing,nomn
смешное	ADJF,Qual neut,sing,accs
проснешься	VERB,perf,intr sing,2per,futr,indc
существительные	NOUN,inan,neut plur,nomn
существительные	NOUN,inan,neut plur,accs
хорошо	ADVB,Prdx
хорошо	PRCL
хорошо	PRED,pres
хорошо	ADJS,Qual neut,sing
морщины	NOUN,inan,femn sing,gent
морщины	NOUN,inan,femn plur,nomn
морщины	NOUN,inan,femn plur,accs
сокровище	NOUN,inan,neut sing,nomn
сокровище	NOUN,inan,neut sing,accs
сокровище	NOUN,inan,neut sing,loct
прятаться	INFN,impf,intr
живёт	VERB,impf,intr sing,3per,pres,indc
экспорта	NOUN,inan,masc sing,gent
слышное	ADJF,Qual neut,sing,nomn
слышное	ADJF,Qual neut,sing,accs
дремотный	ADJF,Qual masc,sing,nomn
дремотный	ADJF,Qual inan,masc,sing,accs
тьмой	NOUN,inan,femn sing,ablt
вглядевшись	GRND,perf,intr past,V-sh
покоях	NOUN,inan,masc plur,loct
покоях	NOUN,inan,GNdr,Pltm plur,loct
свалилась	VERB,perf,intr femn,sing,past,indc
шаги	NOUN,inan,masc plur,nomn
шаги	NOUN,inan,masc plur,accs
милю	NOUN,inan,femn sing,accs
каменном	ADJF,Qual masc,sing,loct
каменном	ADJF,Qual neut,sing,loct
поймаю	VERB,perf,tran sing,1per,futr,indc
раненым	ADJF masc,sing,ablt
раненым	ADJF neut,sing,ablt
раненым	ADJF plur,datv
раненым	NOUN,anim,masc sing,ablt
раненым	NOUN,anim,masc plur,datv
лу…	UNKN
потрогай	VERB,perf,tran sing,impr,excl
куста	NOUN,inan,masc sing,gent
вздремнуть	INFN,perf,intr
ожила	VERB,perf,intr femn,sing,past,indc
выздоровела	VERB,perf,intr femn,sing,past,indc
подбородку	NOUN,inan,masc sing,datv
восхитительный	ADJF,Qual masc,sing,nomn
восхитительный	ADJF,Qual inan,masc,sing,accs
трубка	NOUN,inan,femn sing,nomn
этажом	NOUN,inan,masc sing,ablt
смертному	ADJF,Qual masc,sing,datv
смертному	ADJF,Qual neut,sing,datv
смертному	NOUN,anim,masc sing,datv
ещё	PRCL
ещё	ADVB
научатся	VERB,perf,intr plur,3per,futr,indc
ревущий	PRTF,impf,intr,pres,actv masc,sing,nomn
ревущий	PRTF,impf,intr,pres,actv inan,masc,sing,accs
подойдёт	VERB,perf,intr sing,3per,futr,indc
об	PREP Vpre
заснула	VERB,perf,intr femn,sing,past,indc
пискнул	VERB,perf,intr masc,sing,past,indc
точно	ADVB
точно	CONJ
точно	PRCL
точно	ADJS,Qual neut,sing
захлопало	VERB,perf,intr neut,sing,past,indc
соблазнительное	ADJF,Qual neut,sing,nomn
соблазнительное	ADJF,Qual neut,sing,accs
всевозможными	ADJF plur,ablt
отошёл	VERB,perf,intr masc,sing,past,indc
пойдут	VERB,perf,intr plur,3per,futr,indc
котомка	NOUN,inan,femn sing,nomn
щебень.дети	VERB,perf,tran sing,impr,excl
щебень.дети	NOUN,inan,femn,Sgtm,Orgn sing,gent
щебень.дети	NOUN,inan,femn,Sgtm,Orgn sing,datv
щебень.дети	NOUN,inan,femn,Sgtm,Orgn sing,loct
заржала	VERB,perf,intr femn,sing,past,indc
безобразней	COMP,Qual V-ej
должно	ADJS neut,sing
должно	PRED,pres
поприветствую	VERB,perf,tran sing,1per,futr,indc
я-то	NPRO,1per sing,nomn
думайте	VERB,impf,intr plur,impr,excl
думайте	VERB,impf,tran plur,impr,excl
юга	NOUN,inan,masc sing,gent
гораздо	ADVB
гораздо	ADJS neut,sing
неповиновение	NOUN,inan,neut sing,nomn
неповиновение	NOUN,inan,neut sing,accs
пела	VERB,impf,tran femn,sing,past,indc
постойте	VERB,perf,intr plur,impr,excl
завоевание	NOUN,inan,neut sing,nomn
завоевание	NOUN,inan,neut sing,accs
удрали	VERB,perf,intr plur,past,indc
управление	NOUN,inan,neut sing,nomn
управление	NOUN,inan,neut sing,accs
дну	NOUN,inan,neut sing,datv
латников	NOUN,anim,masc plur,gent
латников	NOUN,anim,masc plur,accs
поднимая	GRND,impf,tran pres
чуть-чуть	ADVB
верно	CONJ,Prnt
верно	ADJS,Qual neut,sing
верно	ADVB,Prdx
концом	NOUN,inan,masc sing,ablt
соммерсёте	VERB,perf,tran plur,2per,futr,indc
соммерсете	NOUN,inan,masc sing,loct
соммерсете	VERB,perf,tran plur,2per,futr,indc
кряканье	NOUN,inan,neut sing,nomn
кряканье	NOUN,inan,neut sing,accs
кряканье	NOUN,inan,neut sing,loct
пятам	NOUN,inan,femn plur,datv
илгамута	NOUN,anim,masc sing,gent
илгамута	NOUN,anim,masc sing,accs
скрывавшего	PRTF,impf,tran,past,actv masc,sing,gent
скрывавшего	PRTF,impf,tran,past,actv anim,masc,sing,accs
скрывавшего	PRTF,impf,tran,past,actv neut,sing,gent
трети	NOUN,inan,femn sing,gent
трети	NOUN,inan,femn sing,datv
трети	NOUN,inan,femn sing,loct
трети	NOUN,inan,femn plur,nomn
трети	NOUN,inan,femn plur,accs
грустный	ADJF,Qual masc,sing,nomn
грустный	ADJF,Qual inan,masc,sing,accs
кошачьи	ADJF,Poss plur,nomn
кошачьи	ADJF,Poss inan,plur,accs
получался	VERB,impf,intr masc,sing,past,indc
понял…	UNKN
подземцев	NOUN,anim,masc plur,gent
подземцев	NOUN,anim,masc plur,accs
юстэсом	NOUN,anim,masc sing,nomn
юстэсом	NOUN,inan,femn plur,gent
юстэсом	NOUN,inan,masc,Geox sing,ablt
дилли-дилли	NOUN,inan,femn,Fixd,Geox sing,nomn
дилли-дилли	NOUN,inan,femn,Fixd,Geox sing,gent
дилли-дилли	NOUN,inan,femn,Fixd,Geox sing,datv
дилли-дилли	NOUN,inan,femn,Fixd,Geox sing,accs
дилли-дилли	NOUN,inan,femn,Fixd,Geox sing,ablt
дилли-дилли	NOUN,inan,femn,Fixd,Geox sing,loct
дилли-дилли	NOUN,inan,femn,Fixd,Geox plur,nomn
дилли-дилли	NOUN,inan,femn,Fixd,Geox plur,gent
дилли-дилли	NOUN,inan,femn,Fixd,Geox plur,datv
дилли-дилли	NOUN,inan,femn,Fixd,Geox plur,accs
дилли-дилли	NOUN,inan,femn,Fixd,Geox plur,ablt
дилли-дилли	NOUN,inan,femn,Fixd,Geox plur,loct
дилли-дилли	NOUN,inan,femn,Fixd,Geox sing,nomn
дилли-дилли	NOUN,inan,femn,Fixd,Geox sing,gent
дилли-дилли	NOUN,inan,femn,Fixd,Geox sing,datv
дилли-дилли	NOUN,inan,femn,Fixd,Geox sing,accs
дилли-дилли	NOUN,inan,femn,Fixd,Geox sing,ablt
дилли-дилли	NOUN,inan,femn,Fixd,Geox sing,loct
дилли-дилли	NOUN,inan,femn,Fixd,Geox plur,nomn
дилли-дилли	NOUN,inan,femn,Fixd,Geox plur,gent
дилли-дилли	NOUN,inan,femn,Fixd,Geox plur,datv
дилли-дилли	NOUN,inan,femn,Fixd,Geox plur,accs
дилли-дилли	NOUN,inan,femn,Fixd,Geox plur,ablt
дилли-дилли	NOUN,inan,femn,Fixd,Geox plur,loct
присутствии	NOUN,inan,neut sing,loct
сандвич	NOUN,inan,masc sing,nomn
сандвич	NOUN,inan,masc sing,accs
мысу	NOUN,inan,masc sing,datv
мысу	NOUN,inan,masc sing,loc2
сменил	VERB,perf,tran masc,sing,past,indc
обозначая	GRND,impf,tran pres
позволят	VERB,perf,tran plur,3per,futr,indc
оспаривая	GRND,impf,tran pres
впоследствии	ADVB
островах?	UNKN
застрянем	VERB,perf,intr plur,1per,futr,indc
застрянем	VERB,perf,intr sing,impr,incl
таял	VERB,impf,intr masc,sing,past,indc
костюмчик	NOUN,inan,masc sing,nomn
костюмчик	NOUN,inan,masc sing,accs
деревней	NOUN,inan,femn sing,ablt
умру…	UNKN
конскими	ADJF plur,ablt
потрудилась	VERB,perf,intr femn,sing,past,indc
кучку	NOUN,inan,femn sing,accs
хлопал	VERB,impf,tran masc,sing,past,indc
чистотелом	NOUN,inan,masc sing,ablt
молодостью	NOUN,inan,femn sing,ablt
переступить	INFN,perf,tran
билась	VERB,impf,intr femn,sing,past,indc
утка	NOUN,inan,femn sing,nomn
утка	NOUN,anim,femn sing,nomn
утка	NOUN,inan,masc sing,gent
незрячими	ADJF plur,ablt
башенок	NOUN,inan,femn plur,gent
прыгнул	VERB,perf,intr masc,sing,past,indc
доказывает	VERB,impf,tran sing,3per,pres,indc
клубок	NOUN,inan,masc sing,nomn
клубок	NOUN,inan,masc sing,accs
весёлой	ADJF,Qual femn,sing,gent
весёлой	ADJF,Qual femn,sing,datv
весёлой	ADJF,Qual femn,sing,ablt
весёлой	ADJF,Qual femn,sing,loct
ш-ш-ш	NOUN,inan,masc,Sgtm,Orgn sing,nomn
ш-ш-ш	NOUN,inan,masc,Sgtm,Orgn sing,accs
ш-ш-ш	ADJF,Fixd,Subx,Qual masc,sing,nomn
ш-ш-ш	ADJF,Fixd,Subx,Qual masc,sing,gent
ш-ш-ш	ADJF,Fixd,Subx,Qual masc,sing,datv
ш-ш-ш	ADJF,Fixd,Subx,Qual masc,sing,accs
ш-ш-ш	ADJF,Fixd,Subx,Qual masc,sing,ablt
ш-ш-ш	ADJF,Fixd,Subx,Qual masc,sing,loct
ш-ш-ш	ADJF,Fixd,Subx,Qual femn,sing,nomn
ш-ш-ш	ADJF,Fixd,Subx,Qual femn,sing,gent
ш-ш-ш	ADJF,Fixd,Subx,Qual femn,sing,datv
ш-ш-ш	ADJF,Fixd,Subx,Qual femn,sing,accs
ш-ш-ш	ADJF,Fixd,Subx,Qual femn,sing,ablt
ш-ш-ш	ADJF,Fixd,Subx,Qual femn,sing,loct
ш-ш-ш	ADJF,Fixd,Subx,Qual neut,sing,nomn
ш-ш-ш	ADJF,Fixd,Subx,Qual neut,sing,gent
ш-ш-ш	ADJF,Fixd,Subx,Qual neut,sing,datv
ш-ш-ш	ADJF,Fixd,Subx,Qual neut,sing,accs
ш-ш-ш	ADJF,Fixd,Subx,Qual neut,sing,ablt
ш-ш-ш	ADJF,Fixd,Subx,Qual neut,sing,loct
ш-ш-ш	ADJF,Fixd,Subx,Qual plur,nomn
ш-ш-ш	ADJF,Fixd,Subx,Qual plur,gent
ш-ш-ш	ADJF,Fixd,Subx,Qual plur,datv
ш-ш-ш	ADJF,Fixd,Subx,Qual plur,accs
ш-ш-ш	ADJF,Fixd,Subx,Qual plur,ablt
ш-ш-ш	ADJF,Fixd,Subx,Qual plur,loct
ш-ш-ш	ADJS masc,sing
нацепил	VERB,perf,tran masc,sing,past,indc
довольны	ADJS,Qual plur
ветер	NOUN,inan,masc sing,nomn
ветер	NOUN,inan,masc sing,accs
ужасных	ADJF,Qual plur,gent
ужасных	ADJF,Qual anim,plur,accs
ужасных	ADJF,Qual plur,loct
мачехе	NOUN,anim,femn sing,datv
мачехе	NOUN,anim,femn sing,loct
увидеть…	UNKN
бесстрашно	ADVB
бесстрашно	ADJS,Qual neut,sing
разобрала	VERB,perf,tran femn,sing,past,indc
заметили	VERB,perf,tran plur,past,indc
прозрачные	ADJF,Qual plur,nomn
прозрачные	ADJF,Qual inan,plur,accs
величав	ADJS,Qual masc,sing
величав	GRND,impf,tran past
сильный	ADJF,Qual masc,sing,nomn
сильный	ADJF,Qual inan,masc,sing,accs
жив	ADJS,Qual masc,sing
при	PREP
при	VERB,impf,tran sing,impr,excl
при	NOUN,inan,femn,Sgtm,Arch sing,gent
январе	NOUN,inan,masc sing,loct
гостит	VERB,impf,intr sing,3per,pres,indc
пройдёте	VERB,perf,tran plur,2per,futr,indc
обнаружили	VERB,perf,tran plur,past,indc
темно-зелёными	ADJF plur,ablt
поразвлечь	INFN,perf,tran
изрёк	VERB,perf,tran,Arch masc,sing,past,indc
двуногий	ADJF masc,sing,nomn
двуногий	ADJF inan,masc,sing,accs
клайвом	NOUN,anim,masc,Name sing,ablt
бромий	NOUN,anim,femn,Name plur,gent
бромий	NOUN,anim,femn,Name plur,accs
бромий	NOUN,inan,femn plur,gent
конфетку	NOUN,inan,femn sing,accs
проверив	GRND,perf,tran past
наклонившись	GRND,perf,intr past,V-sh
простирающуюся	PRTF,impf,intr,pres,actv femn,sing,accs
выступил	VERB,perf,intr masc,sing,past,indc
разливаются	VERB,impf,intr plur,3per,pres,indc
рифы	NOUN,inan,masc plur,nomn
рифы	NOUN,inan,masc plur,accs
землетрясения	NOUN,inan,neut sing,gent
землетрясения	NOUN,inan,neut plur,nomn
землетрясения	NOUN,inan,neut plur,accs
бросали	VERB,impf,tran plur,past,indc
доли	NOUN,inan,femn sing,gent
доли	NOUN,inan,femn plur,nomn
доли	NOUN,inan,femn plur,accs
стен	NOUN,inan,femn plur,gent
стен	NOUN,inan,masc sing,nomn
стен	NOUN,inan,masc sing,accs
сандалии	NOUN,inan,femn sing,gent
сандалии	NOUN,inan,femn sing,datv
сандалии	NOUN,inan,femn sing,loct
сандалии	NOUN,inan,femn plur,nomn
сандалии	NOUN,inan,femn plur,accs
кресло	NOUN,inan,neut sing,accs
кресло	NOUN,inan,neut sing,nomn
отвечай	VERB,impf,intr sing,impr,excl
одела	VERB,perf,tran femn,sing,past,indc
пробирались	VERB,impf,intr plur,past,indc
перенесли	VERB,perf,tran plur,past,indc
скрывшись	GRND,perf,intr past,V-sh
положите	VERB,perf,tran plur,2per,futr,indc
положите	VERB,perf,tran plur,impr,excl
виделись	VERB,impf,intr plur,past,indc
суровы	ADJS,Qual plur
зазвенели	VERB,perf,intr plur,past,indc
состязании	NOUN,inan,neut sing,loct
настолько	ADVB,Dmns
развернулась	VERB,perf,intr femn,sing,past,indc
целую	VERB,impf,tran sing,1per,pres,indc
целую	ADJF,Qual femn,sing,accs
боже	NOUN,anim,masc sing,voct
встречусь	VERB,perf,intr sing,1per,futr,indc
звёздного	ADJF,Qual masc,sing,gent
звёздного	ADJF,Qual anim,masc,sing,accs
звёздного	ADJF,Qual neut,sing,gent
высокому	ADJF,Qual masc,sing,datv
высокому	ADJF,Qual neut,sing,datv
перегнувшаяся	PRTF,perf,intr,past,actv femn,sing,nomn
каюты	NOUN,inan,femn sing,gent
каюты	NOUN,inan,femn plur,nomn
каюты	NOUN,inan,femn plur,accs
двору	NOUN,inan,masc sing,datv
прислал	VERB,perf,tran masc,sing,past,indc
сразу	ADVB
выйдешь	VERB,perf,intr sing,2per,futr,indc
самому	ADJF,Apro masc,sing,datv
самому	ADJF,Apro neut,sing,datv
самому	ADJF,Apro masc,sing,datv
самому	ADJF,Apro neut,sing,datv
сокровищ	NOUN,inan,neut plur,gent
бегал	VERB,impf,intr masc,sing,past,indc
вдумчиво	ADVB
вдумчиво	ADJS,Qual neut,sing
пошли	VERB,perf,tran sing,impr,excl
пошли	VERB,perf,intr plur,past,indc
несметное	ADJF,Qual neut,sing,nomn
несметное	ADJF,Qual neut,sing,accs
дороги	NOUN,inan,femn sing,gent
дороги	ADJS,Qual plur
дороги	NOUN,inan,femn plur,nomn
дороги	NOUN,inan,femn plur,accs
пятачок	NOUN,inan,masc sing,nomn
пятачок	NOUN,inan,masc sing,accs
осыпались	VERB,impf,intr plur,past,indc
осыпались	VERB,perf,intr plur,past,indc
переселился	VERB,perf,intr masc,sing,past,indc
облаков	NOUN,inan,neut plur,gent
неблагодарный	ADJF,Qual masc,sing,nomn
неблагодарный	ADJF,Qual inan,masc,sing,accs
поход	NOUN,inan,masc sing,nomn
поход	NOUN,inan,masc sing,accs
четвероногие	ADJF plur,nomn
четвероногие	ADJF inan,plur,accs
значится	VERB,impf,intr sing,3per,pres,indc
жажду	NOUN,inan,femn sing,accs
жажду	VERB,impf,intr sing,1per,pres,indc
проёме	NOUN,inan,masc sing,loct
пища	NOUN,inan,femn sing,nomn
пища	GRND,impf,intr pres
взошли	VERB,perf,intr plur,past,indc
замрём	VERB,perf,intr plur,1per,futr,indc
замрём	VERB,perf,intr sing,impr,incl
одеяния	NOUN,inan,neut sing,gent
одеяния	NOUN,inan,neut plur,nomn
одеяния	NOUN,inan,neut plur,accs
отставке	NOUN,inan,femn sing,loct
отставке	NOUN,inan,femn sing,datv
понимаешь	VERB,impf,tran sing,2per,pres,indc
понимаешь	CONJ,Prnt
бухточку	NOUN,inan,femn sing,accs
жди	VERB,impf,tran sing,impr,excl
часов	NOUN,inan,GNdr,Pltm plur,gent
часов	NOUN,inan,masc plur,gent
готовность	NOUN,inan,femn sing,accs
готовность	NOUN,inan,femn sing,nomn
серебряным	ADJF,Qual masc,sing,ablt
серебряным	ADJF,Qual neut,sing,ablt
серебряным	ADJF,Qual plur,datv
журчащим	PRTF,impf,intr,pres,actv masc,sing,ablt
журчащим	PRTF,impf,intr,pres,actv neut,sing,ablt
журчащим	PRTF,impf,intr,pres,actv plur,datv
сторожевых	ADJF plur,gent
сторожевых	ADJF anim,plur,accs
сторожевых	ADJF plur,loct
получаются	VERB,impf,intr plur,3per,pres,indc
захватив	GRND,perf,tran past
запястье	NOUN,inan,neut sing,nomn
запястье	NOUN,inan,neut sing,accs
запястье	NOUN,inan,neut sing,loct
лунным	ADJF,Qual plur,datv
лунным	ADJF,Qual masc,sing,ablt
лунным	ADJF,Qual neut,sing,ablt
калитку	NOUN,inan,femn sing,accs
благо	CONJ
благо	NOUN,inan,neut sing,nomn
благо	NOUN,inan,neut sing,accs
благо	ADJS neut,sing
бриллиант	NOUN,inan,masc sing,nomn
бриллиант	NOUN,inan,masc sing,accs
кроликов	NOUN,anim,masc plur,gent
кроликов	NOUN,anim,masc plur,accs
кроликов	ADJS,Qual masc,sing
доберётся	VERB,perf,intr sing,3per,futr,indc
надулись	VERB,perf,intr plur,past,indc
неужто	INTJ
неужто	PRCL
царила	VERB,impf,intr femn,sing,past,indc
тише	NOUN,anim,masc,Name sing,datv
тише	NOUN,anim,masc,Name sing,loct
тише	COMP,Qual
сбились	VERB,perf,intr plur,past,indc
притворщик	NOUN,anim,masc sing,nomn
самим	ADJF,Apro plur,datv
самим	ADJF,Apro masc,sing,ablt
самим	ADJF,Apro neut,sing,ablt
прихожусь	VERB,impf,intr sing,1per,pres,indc
помыкали	VERB,impf,intr plur,past,indc
помыкали	VERB,perf,tran plur,past,indc
пусто	ADVB
пусто	ADJS,Qual neut,sing
сообщила	VERB,perf,tran femn,sing,past,indc
двигалось	VERB,impf,intr neut,sing,past,indc
дружбой	NOUN,inan,femn sing,ablt
закончилось	VERB,perf,intr neut,sing,past,indc
улицам	NOUN,inan,femn plur,datv
руках	NOUN,inan,femn plur,loct
серебристым	ADJF,Qual masc,sing,ablt
серебристым	ADJF,Qual neut,sing,ablt
серебристым	ADJF,Qual plur,datv
плохом	ADJF,Qual neut,sing,loct
плохом	ADJF,Qual masc,sing,loct
интересен	ADJS,Qual masc,sing
сворой	NOUN,inan,femn sing,ablt
жидкости	NOUN,inan,femn sing,gent
жидкости	NOUN,inan,femn sing,datv
жидкости	NOUN,inan,femn sing,loct
жидкости	NOUN,inan,femn plur,nomn
жидкости	NOUN,inan,femn plur,accs
пробежав	GRND,perf,tran past
одежда	NOUN,inan,femn sing,nomn
поплыву	VERB,perf,intr sing,1per,futr,indc
добьёмся	VERB,perf,intr plur,1per,futr,indc
добьёмся	VERB,perf,intr sing,impr,incl
спички	NOUN,inan,femn sing,gent
спички	NOUN,inan,femn plur,nomn
спички	NOUN,inan,femn plur,accs
разошлись	VERB,perf,intr plur,past,indc
тот	ADJF,Apro,Subx,Anph masc,sing,nomn
тот	ADJF,Apro,Subx,Anph inan,masc,sing,accs
спустилась	VERB,perf,intr femn,sing,past,indc
понюхайте	VERB,perf,tran plur,impr,excl
знатный	ADJF,Qual masc,sing,nomn
знатный	ADJF,Qual inan,masc,sing,accs
